Num_seq,acc_seq,lenght_aa,Certainty,Class_predict,Rep_of_class_predict,family_2021,fams_div,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,genre,,,
2374,contig-98_14_length_27200_read_count_271708_6_8319_11339,1006,0.98,536,NP_038453.1,Tombusviridae,Tombusviridae-Solemoviridae,Tombusviridae,3728,118,RNA-dependent RNA polymerase,Replication-Transcription,Jasminum sambac,ssRNA(+),Alphacarmovirus,,,
2374,contig-98_14_length_27200_read_count_271708_6_8319_11339,1006,0.72,536,NP_038453.1,Tombusviridae,Tombusviridae-Solemoviridae,Tombusviridae,3728,118,RNA-dependent RNA polymerase,Replication-Transcription,Jasminum sambac,ssRNA(+),Alphacarmovirus,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.57,632,YP_009448193.1,Totiviridae,Totiviridae,Totiviridae,1572,85,RNA-dependent RNA polymerase,Replication-Transcription,Zea mays,dsRNA,Totivirus,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.76,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.49,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.9,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.87,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2375,contig-98_14_length_27200_read_count_271708_7_11487_13853,788,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2376,contig-98_14_length_27200_read_count_271708_8_13962_14933,323,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2377,contig-98_14_length_27200_read_count_271708_9_14933_15919,328,0.96,628,YP_003933800.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2900,86,BORF2-ribonucleotide reductase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus,,,
2378,contig-98_14_length_27200_read_count_271708_10_16118_17068,316,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2379,contig-98_14_length_27200_read_count_271708_11_17180_18442,420,0.97,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2379,contig-98_14_length_27200_read_count_271708_11_17180_18442,420,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2379,contig-98_14_length_27200_read_count_271708_11_17180_18442,420,0.97,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2380,contig-98_14_length_27200_read_count_271708_14_19716_20666,316,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2381,contig-98_14_length_27200_read_count_271708_16_21625_23181,518,0.72,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2381,contig-98_14_length_27200_read_count_271708_16_21625_23181,518,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2381,contig-98_14_length_27200_read_count_271708_16_21625_23181,518,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2381,contig-98_14_length_27200_read_count_271708_16_21625_23181,518,0.64,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2381,contig-98_14_length_27200_read_count_271708_16_21625_23181,518,0.83,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2381,contig-98_14_length_27200_read_count_271708_16_21625_23181,518,0.54,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2382,contig-98_14_length_27200_read_count_271708_17_23310_24419,369,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2382,contig-98_14_length_27200_read_count_271708_17_23310_24419,369,0.67,75,QVW10123.1,Astroviridae,Astroviridae,Astroviridae,1845,1611,RNA-dependent RNA polymerase,Replication-Transcription,Sus scrofa,ssRNA(+),Mamastrovirus,,,
2383,contig-98_14_length_27200_read_count_271708_18_24591_25928,445,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2383,contig-98_14_length_27200_read_count_271708_18_24591_25928,445,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2383,contig-98_14_length_27200_read_count_271708_18_24591_25928,445,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2383,contig-98_14_length_27200_read_count_271708_18_24591_25928,445,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2384,contig-98_14_length_27200_read_count_271708_19_26058_27161,367,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2384,contig-98_14_length_27200_read_count_271708_19_26058_27161,367,0.75,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2385,contig-98_24_length_22757_read_count_277699_3_1174_2112,312,0.86,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2386,contig-98_24_length_22757_read_count_277699_4_2255_3217,320,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2387,contig-98_24_length_22757_read_count_277699_5_3398_4903,501,0.94,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2387,contig-98_24_length_22757_read_count_277699_5_3398_4903,501,0.67,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2387,contig-98_24_length_22757_read_count_277699_5_3398_4903,501,0.61,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2387,contig-98_24_length_22757_read_count_277699_5_3398_4903,501,0.86,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2387,contig-98_24_length_22757_read_count_277699_5_3398_4903,501,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2387,contig-98_24_length_22757_read_count_277699_5_3398_4903,501,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.78,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2388,contig-98_24_length_22757_read_count_277699_7_5708_9844,1378,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2389,contig-98_24_length_22757_read_count_277699_8_9841_10812,323,0.98,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2390,contig-98_24_length_22757_read_count_277699_9_11139_12476,445,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2390,contig-98_24_length_22757_read_count_277699_9_11139_12476,445,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2390,contig-98_24_length_22757_read_count_277699_9_11139_12476,445,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2390,contig-98_24_length_22757_read_count_277699_9_11139_12476,445,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2391,contig-98_24_length_22757_read_count_277699_10_12613_14058,481,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2391,contig-98_24_length_22757_read_count_277699_10_12613_14058,481,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2391,contig-98_24_length_22757_read_count_277699_10_12613_14058,481,0.9,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2391,contig-98_24_length_22757_read_count_277699_10_12613_14058,481,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2391,contig-98_24_length_22757_read_count_277699_10_12613_14058,481,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2392,contig-98_24_length_22757_read_count_277699_15_17118_18278,386,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2392,contig-98_24_length_22757_read_count_277699_15_17118_18278,386,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2392,contig-98_24_length_22757_read_count_277699_15_17118_18278,386,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2393,contig-98_24_length_22757_read_count_277699_16_18275_19657,460,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2393,contig-98_24_length_22757_read_count_277699_16_18275_19657,460,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2393,contig-98_24_length_22757_read_count_277699_16_18275_19657,460,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2393,contig-98_24_length_22757_read_count_277699_16_18275_19657,460,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2394,contig-98_24_length_22757_read_count_277699_18_20080_21555,491,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2394,contig-98_24_length_22757_read_count_277699_18_20080_21555,491,0.88,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2394,contig-98_24_length_22757_read_count_277699_18_20080_21555,491,0.91,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2394,contig-98_24_length_22757_read_count_277699_18_20080_21555,491,0.89,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2394,contig-98_24_length_22757_read_count_277699_18_20080_21555,491,0.84,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2395,contig-98_34_length_18775_read_count_286458_2_1165_2739,524,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2395,contig-98_34_length_18775_read_count_286458_2_1165_2739,524,0.8,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2395,contig-98_34_length_18775_read_count_286458_2_1165_2739,524,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2395,contig-98_34_length_18775_read_count_286458_2_1165_2739,524,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2395,contig-98_34_length_18775_read_count_286458_2_1165_2739,524,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2395,contig-98_34_length_18775_read_count_286458_2_1165_2739,524,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2396,contig-98_34_length_18775_read_count_286458_3_2888_4255,455,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2396,contig-98_34_length_18775_read_count_286458_3_2888_4255,455,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2396,contig-98_34_length_18775_read_count_286458_3_2888_4255,455,0.9,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2396,contig-98_34_length_18775_read_count_286458_3_2888_4255,455,0.87,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2397,contig-98_34_length_18775_read_count_286458_4_4252_5475,407,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2397,contig-98_34_length_18775_read_count_286458_4_4252_5475,407,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2397,contig-98_34_length_18775_read_count_286458_4_4252_5475,407,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,0.89,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,0.55,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2398,contig-98_34_length_18775_read_count_286458_6_6305_8128,607,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2399,contig-98_34_length_18775_read_count_286458_8_8637_12488,1283,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2399,contig-98_34_length_18775_read_count_286458_8_8637_12488,1283,0.75,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2399,contig-98_34_length_18775_read_count_286458_8_8637_12488,1283,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2399,contig-98_34_length_18775_read_count_286458_8_8637_12488,1283,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2399,contig-98_34_length_18775_read_count_286458_8_8637_12488,1283,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
2399,contig-98_34_length_18775_read_count_286458_8_8637_12488,1283,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
2399,contig-98_34_length_18775_read_count_286458_8_8637_12488,1283,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
