num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
5736,OK040170.1_100_89946_91181,411,979,0.9,6,5.0,83.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5737,OK040170.1_101_91240_92346,368,979,0.98,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5738,OK040170.1_102_92435_93985,516,978,0.99,11,7.0,63.64,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5739,OK040170.1_103_93991_95343,450,978,0.97,8,6.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5740,OK040170.1_105_95906_97240,444,978,0.97,8,3.0,37.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5741,OK040170.1_110_99578_101137,519,979,0.98,11,4.0,36.36,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5742,OK040170.1_112_101878_104166,762,979,0.95,24,19.0,79.17,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5743,OK040170.1_114_105443_107056,537,979,0.92,12,3.0,25.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5744,OK040170.1_115_107089_109272,727,979,0.97,22,13.0,59.09,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5745,OK040170.1_117_109787_112585,932,979,0.94,32,11.0,34.38,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5746,OK040170.1_118_112639_115209,856,979,0.94,28,4.0,14.29,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5747,OK040170.1_121_116887_117825,312,978,0.92,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5748,OK040170.1_122_117842_118990,382,979,0.83,5,2.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5749,OK040170.1_127_121489_122739,416,979,0.97,6,4.0,66.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5750,OK040170.1_128_122806_125034,742,978,0.94,23,8.0,34.78,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5751,OK040170.1_129_125046_126398,450,978,0.95,8,7.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5752,OK040170.1_131_126983_127972,329,978,1.0,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5753,OK040170.1_132_128034_130514,826,132,0.98,27,8.0,29.63,QRN45811.1,797,Reoviridae,Sedoreoviridae,Reoviridae,Orbivirus,VP2,Structural-Envelope,Ovis aries,dsRNA
5754,OK040170.1_139_133859_135160,433,978,0.97,7,6.0,85.71,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5755,OK040170.1_141_135706_137286,526,979,0.9,12,5.0,41.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5756,OK040170.1_144_138706_140130,474,978,0.95,9,5.0,55.56,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5757,OK040170.1_154_144930_146000,356,978,0.93,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5758,OK040170.1_158_147573_149741,722,978,0.98,22,17.0,77.27,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5759,OK040170.1_159_149797_156438,2213,978,0.96,96,58.0,60.42,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5760,OK040170.1_160_156483_158120,545,978,0.93,13,5.0,38.46,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5761,OK040170.1_161_158150_161524,1124,979,0.91,42,10.0,23.81,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5762,OK040170.1_162_161895_163085,396,979,0.94,5,5.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5763,OK040170.1_164_163339_164820,493,979,0.87,10,4.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5764,OK040170.1_175_171790_174006,738,978,0.97,22,5.0,22.73,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5765,OK040170.1_176_174083_176347,754,978,0.97,23,20.0,86.96,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5766,OK040170.1_177_176389_178521,710,979,0.87,21,6.0,28.57,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5767,OK040170.1_178_178597_180609,670,979,0.93,19,6.0,31.58,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5768,OK040170.1_179_180687_184541,1284,978,0.98,50,39.0,78.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5769,OK040170.1_180_184614_187619,1001,978,0.93,36,25.0,69.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5770,OK040170.1_181_187698_189515,605,978,0.95,16,14.0,87.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5771,OK040170.1_190_192667_194718,683,978,0.99,20,20.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5772,OK040170.1_191_194729_196795,688,978,0.98,20,12.0,60.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5773,OK040170.1_192_196953_198095,380,979,0.92,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5774,OK040170.1_228_215027_216007,326,978,0.89,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5775,OK040170.1_231_217009_218667,552,979,0.91,13,4.0,30.77,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5776,OK040170.1_238_221684_222925,413,979,0.95,6,5.0,83.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5777,OK040170.1_261_232298_233368,356,979,1.0,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5778,OK040170.1_274_238225_239496,423,978,0.99,7,5.0,71.43,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5779,OK040170.1_275_239550_241727,725,978,0.99,22,22.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5780,OK040170.1_276_241812_243368,518,978,0.86,11,3.0,27.27,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5781,OK040170.1_277_243361_244959,532,978,0.96,12,7.0,58.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5782,OK040170.1_302_256436_258418,660,978,0.94,18,13.0,72.22,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5783,OK040170.1_310_262978_265056,692,978,0.93,20,10.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5784,OK040170.1_312_266118_268676,852,978,0.97,28,16.0,57.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5785,OK040170.1_313_268673_270394,573,978,0.91,14,8.0,57.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5786,OK040170.1_314_270538_272652,704,978,0.98,21,11.0,52.38,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5787,OK076929.1_11_4165_5493,442,978,0.94,8,5.0,62.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5788,OK076929.1_25_10501_13488,995,978,0.99,35,29.0,82.86,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5789,OK076929.1_27_14210_15325,371,978,0.95,4,3.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5790,OK076929.1_28_15334_19203,1289,978,0.97,50,30.0,60.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5791,OK076929.1_29_19308_20225,305,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5792,OK076929.1_33_21570_22478,302,978,0.99,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5793,OK076929.1_44_26440_28704,754,978,0.99,23,23.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5794,OK076929.1_45_28756_29934,392,132,0.94,5,3.0,60.0,QRN45811.1,797,Reoviridae,Sedoreoviridae,Reoviridae,Orbivirus,VP2,Structural-Envelope,Ovis aries,dsRNA
5795,OK076929.1_47_30425_31549,374,978,0.99,4,2.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5796,OK076929.1_53_33299_34204,301,978,0.99,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5797,OK076929.1_74_41531_42994,487,979,0.95,10,4.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5798,OK076929.1_76_43232_45286,684,978,0.98,20,18.0,90.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5799,OK076929.1_77_45290_47347,685,978,0.98,20,16.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5800,OK076929.1_79_47727_48692,321,477,0.99,2,1.0,50.0,ADZ55759.1,135,Secoviridae,Secoviridae,Secoviridae,Comovirus,polyprotein,Polyprotein,Vigna unguiculata,ssRNA(+)
5801,OK076929.1_80_48692_49786,364,676,0.97,4,2.0,50.0,QDZ58984.1,73,Phasmaviridae,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Orthophasmavirus,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-)
5802,OK076929.1_81_49795_51567,590,978,0.96,15,10.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5803,OK076929.1_83_52042_53217,391,978,0.99,5,4.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5804,OK076929.1_91_56253_57764,503,978,0.95,11,9.0,81.82,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5805,OK076929.1_93_58505_59635,376,978,0.98,4,1.0,25.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5806,OK076929.1_96_60221_61225,334,978,0.99,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5807,OK076929.1_97_61255_62538,427,979,0.99,7,4.0,57.14,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5808,OK076929.1_98_62622_64187,521,978,0.95,12,5.0,41.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5809,OK076929.1_103_66348_67922,524,978,0.97,12,8.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5810,OK076929.1_105_68614_70593,659,978,1.0,18,17.0,94.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5811,OK076929.1_106_70625_72457,610,979,0.97,16,11.0,68.75,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5812,OK076929.1_110_74576_75505,309,978,0.99,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5813,OK076929.1_111_75537_76994,485,978,0.97,10,4.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5814,OK076929.1_112_77004_78554,516,978,0.94,11,8.0,72.73,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5815,OK076929.1_114_79210_81015,601,979,0.92,16,6.0,37.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5816,OK076929.1_116_81946_82950,334,978,0.85,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5817,OK076929.1_117_82943_86041,1032,978,0.97,37,10.0,27.03,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5818,OK076929.1_118_86038_88020,660,978,0.99,18,17.0,94.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5819,OK076929.1_121_88852_90579,575,978,0.99,14,14.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5820,OK076929.1_171_112215_113225,336,979,0.99,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5821,OK076929.1_174_113826_114794,322,978,0.87,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5822,OK076929.1_179_117153_118175,340,979,0.9,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5823,OK076929.1_180_118203_119234,343,676,0.96,3,2.0,66.67,QDZ58984.1,73,Phasmaviridae,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Orthophasmavirus,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-)
5824,OK076929.1_191_122828_124645,605,978,0.93,16,10.0,62.5,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5825,OK076929.1_209_130278_131480,400,979,0.98,5,2.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5826,OK076929.1_210_131657_132676,339,978,1.0,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5827,OK076929.1_214_133990_135672,560,979,0.94,13,5.0,38.46,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
5828,OK076929.1_218_137109_138068,319,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5829,OK076929.1_221_139082_141778,898,978,0.94,30,27.0,90.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5830,OK076929.1_229_145289_146470,393,978,1.0,5,5.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5831,OK076929.1_231_146817_148244,475,978,0.95,9,9.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5832,OK076929.1_237_149637_150665,342,978,0.98,3,1.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5833,OK076929.1_254_156693_158012,439,978,0.95,7,3.0,42.86,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5834,OK076929.1_267_162805_164622,605,978,0.93,16,9.0,56.25,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5835,OK076929.1_269_164891_167068,725,978,0.96,22,16.0,72.73,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5836,MZ687130.1_1_2_1108,368,978,0.9,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5837,MZ417317.1_18_9737_11029,430,978,0.91,7,4.0,57.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5838,MZ417317.1_19_11032_11994,320,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5839,MZ417317.1_25_14612_15883,423,978,0.91,7,3.0,42.86,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5840,MZ417317.1_26_15954_17135,393,846,0.98,5,2.0,40.0,ARV85907.1,45,Parvoviridae,Parvoviridae,Parvoviridae,Scindoambidensovirus,structural protein,Structural-Envelope,Acheta domesticus,ssDNA(+/-)
5841,MZ417317.1_31_19460_21967,835,978,0.95,27,16.0,59.26,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5842,MZ417317.1_36_23875_24921,348,978,0.98,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5843,MZ417317.1_37_24937_27048,703,978,0.96,21,9.0,42.86,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5844,MZ417317.1_42_28939_30012,357,978,0.96,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5845,MZ417317.1_44_30608_32512,634,978,0.93,17,10.0,58.82,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5846,MZ417317.1_47_33320_34345,341,978,0.97,3,3.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5847,MZ417317.1_50_34936_35925,329,814,0.94,2,2.0,100.0,YP_009121868.1,48,Baculoviridae,Baculoviridae,Baculoviridae,Betabaculovirus,helicase,Replication-Transcription,Erinnyis ello,dsDNA
5848,MZ417317.1_51_36004_37446,480,426,0.89,9,1.0,11.11,CAN89114.1,152,Reoviridae,Sedoreoviridae,Reoviridae,Orbivirus,VP2 protein,Structural-Envelope,Bos taurus,dsRNA
5849,MZ417317.1_52_37431_39113,560,978,0.96,13,6.0,46.15,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5850,MZ417317.1_53_39174_40928,584,978,0.96,15,2.0,13.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
5851,MZ417317.1_54_41025_42383,452,140,1.0,8,3.0,37.5,YP_009094449.1,740,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,Respirovirus,hemagglutinin-neuraminidase,Hemagglutinin,Homo sapiens,ssRNA(-)
5852,MZ417317.1_56_42744_44474,576,978,0.93,14,9.0,64.29,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
