num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
909,848,NODE_3989_length_1082_cov_5.651405_1_2_1081,360,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
911,849,NODE_3995_length_1082_cov_2.684703_1_3_1058,352,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
912,850,NODE_4007_length_1081_cov_4.501042_1_1_1080,360,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
915,851,NODE_4030_length_1080_cov_2.727842_1_2_1078,359,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
916,852,NODE_4041_length_1080_cov_1.469239_1_3_1079,359,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
917,853,NODE_4070_length_1078_cov_15.437827_1_41_1078,345,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
918,854,NODE_4072_length_1078_cov_3.368861_1_1_1077,359,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
919,855,NODE_4086_length_1077_cov_2.916318_1_2_1075,358,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
920,856,NODE_4089_length_1077_cov_2.705021_1_2_1012,337,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
921,857,NODE_4100_length_1076_cov_3.061780_1_1_1062,354,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
922,858,NODE_4107_length_1076_cov_1.122513_1_1_1074,358,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
923,859,NODE_4110_length_1075_cov_4.425577_1_43_1074,344,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
924,860,NODE_4123_length_1075_cov_1.355346_1_2_1075,358,979,0.86,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
925,861,NODE_4131_length_1074_cov_6.053515_1_2_1072,357,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
926,862,NODE_4139_length_1074_cov_3.030430_1_2_1048,348,166,0.99,NP_044335.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,977,623,coat protein,Polyprotein,Malus domestica,ssRNA(+),Capillovirus,2,1.0,50.0
927,863,NODE_4154_length_1073_cov_7.304622_1_3_1073,357,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
928,864,NODE_4155_length_1073_cov_5.762605_1_2_1072,357,197,1.0,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,2,1.0,50.0
929,865,NODE_4161_length_1073_cov_3.274160_1_3_1073,357,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
930,866,NODE_4183_length_1072_cov_2.148265_1_3_1070,356,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
931,867,NODE_4187_length_1072_cov_1.912723_1_138_1064,308,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
932,868,NODE_4199_length_1071_cov_2.826316_1_1_1071,356,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
933,869,NODE_4237_length_1069_cov_2.845992_1_3_1067,355,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
934,870,NODE_4241_length_1069_cov_1.938819_1_2_1069,356,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
935,871,NODE_4257_length_1068_cov_1.027455_1_119_1066,315,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
936,872,NODE_4260_length_1067_cov_21.863636_1_1_1065,355,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
937,873,NODE_4265_length_1067_cov_4.221987_1_2_1066,355,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
938,874,NODE_4282_length_1066_cov_6.445503_1_2_1066,355,676,0.96,QDZ58984.1,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Phasmaviridae,836,73,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-),Orthophasmavirus,2,1.0,50.0
939,875,NODE_4284_length_1066_cov_4.285714_1_3_1064,354,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
940,876,NODE_4298_length_1065_cov_8.739407_1_2_979,326,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
941,877,NODE_4300_length_1065_cov_4.505297_1_2_1063,354,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
942,878,NODE_4301_length_1065_cov_4.170551_1_2_1036,345,979,0.88,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
943,879,NODE_4345_length_1063_cov_4.538217_1_1_1062,354,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
944,880,NODE_4365_length_1062_cov_4.717322_1_2_1060,353,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
945,881,NODE_4378_length_1062_cov_1.195537_1_3_1061,353,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
946,882,NODE_4382_length_1061_cov_30.108511_1_3_971,322,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
947,883,NODE_4389_length_1061_cov_6.457447_1_18_1025,335,869,0.99,QFU19788.1,Tobaniviridae,Tobaniviridae-Herpesviridae,Tobaniviridae,2,42,ORF1B,Other-Functions,Morelia viridis,ssRNA(+),Pregotovirus,1,1.0,100.0
948,884,NODE_4395_length_1061_cov_3.111702_1_2_958,318,812,0.93,ATA66954.1,Secoviridae,Secoviridae,Secoviridae,1391,48,polyprotein,Polyprotein,Fragaria x ananassa,ssRNA(+),Sadwavirus,1,1.0,100.0
949,885,NODE_4408_length_1060_cov_8.955272_1_1_984,328,365,1.0,QWT72249.1,Astroviridae,Astroviridae,Astroviridae,3717,189,capsid,Structural-Envelope,Sus scrofa,ssRNA(+),Mamastrovirus,1,1.0,100.0
950,886,NODE_4413_length_1060_cov_4.659212_1_3_1058,352,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
951,887,NODE_4422_length_1060_cov_1.550586_1_3_1007,334,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
952,888,NODE_4427_length_1060_cov_1.104366_1_2_1060,353,271,1.0,AQW44800.1,Secoviridae,Secoviridae,Secoviridae,683,292,polyprotein,Polyprotein,Vitis vinifera,ssRNA(+),Nepovirus,2,1.0,50.0
953,889,NODE_4431_length_1059_cov_5.819829_1_1_1059,353,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
954,890,NODE_4438_length_1059_cov_1.907249_1_3_1058,352,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
955,891,NODE_4470_length_1057_cov_1.212607_1_148_1056,303,580,1.0,ASZ83554.1,Partitiviridae,Partitiviridae,Partitiviridae,6948,102,RNA-dependent RNA polymerase,Replication-Transcription,Heterobasidion parviporum,dsRNA,Alphapartitivirus,1,1.0,100.0
956,892,NODE_4499_length_1055_cov_3.795503_1_3_995,331,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
957,893,NODE_4512_length_1055_cov_0.945396_1_2_1054,351,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
958,894,NODE_4514_length_1054_cov_6.829582_1_3_1052,350,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
959,895,NODE_4516_length_1054_cov_5.848875_1_90_1052,321,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
961,896,NODE_4557_length_1052_cov_2.059076_1_3_1019,339,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
962,897,NODE_4569_length_1051_cov_6.081720_1_1_1050,350,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
963,898,NODE_4581_length_1051_cov_0.849462_1_1_1026,341,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
964,899,NODE_4586_length_1050_cov_3.925727_1_3_1049,349,82,0.99,NP_941983.1,Hantaviridae,Hantaviridae,Hantaviridae,2522,1373,glycoprotein precursor,Glycoprotein,Rattus norvegicus,ssRNA(-),Orthohantavirus,2,2.0,100.0
965,900,NODE_4609_length_1049_cov_2.798491_1_3_1004,334,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
966,901,NODE_4644_length_1047_cov_5.085313_1_3_938,311,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
967,902,NODE_4661_length_1046_cov_7.284324_1_34_1032,332,978,0.84,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
969,903,NODE_4670_length_1046_cov_2.781622_1_3_1046,348,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
970,904,NODE_4684_length_1045_cov_3.580087_1_1_1044,348,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
972,905,NODE_4697_length_1045_cov_1.273810_1_32_1045,338,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
973,906,NODE_4712_length_1044_cov_2.847237_1_1_1035,345,259,0.99,ATZ69454.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1232,575,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT,Badnavirus,2,1.0,50.0
974,907,NODE_4741_length_1043_cov_1.648590_1_1_1041,347,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
976,908,NODE_4753_length_1042_cov_4.731813_1_3_1010,335,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
977,909,NODE_4758_length_1042_cov_1.781759_1_1_1041,347,350,0.9,YP_009552520.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3531,194,BSLF1- helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus,2,1.0,50.0
978,910,NODE_4789_length_1040_cov_2.983678_1_3_1040,346,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
980,911,NODE_4829_length_1038_cov_4.743730_1_1_1038,346,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
982,912,NODE_4849_length_1037_cov_3.567686_1_100_1035,311,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
983,913,NODE_4861_length_1037_cov_1.704148_1_1_1035,345,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
985,914,NODE_4878_length_1036_cov_3.591257_1_2_1036,345,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
987,915,NODE_4884_length_1036_cov_1.619672_1_2_1036,345,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
988,916,NODE_4914_length_1034_cov_3.504929_1_2_1033,344,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
989,917,NODE_4927_length_1033_cov_5.837719_1_1_1032,344,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
992,918,NODE_4986_length_1031_cov_1.716484_1_2_1030,343,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
993,919,NODE_4999_length_1030_cov_4.568757_1_1_1029,343,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
994,920,NODE_5003_length_1030_cov_2.581958_1_2_1030,343,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
995,921,NODE_5006_length_1030_cov_1.735974_1_2_1030,343,579,0.98,YP_249673.1,Baculoviridae,Baculoviridae-Ascoviridae,Baculoviridae,6732,166,BRO-B,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus,2,1.0,50.0
996,922,NODE_5013_length_1030_cov_1.258526_1_2_1030,343,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
997,923,NODE_5051_length_1027_cov_2.988962_1_2_1027,342,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
998,924,NODE_5071_length_1026_cov_4.792265_1_2_1024,341,978,0.81,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,1.0,50.0
999,925,NODE_5092_length_1025_cov_2.901549_1_3_1007,335,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1000,926,NODE_5132_length_1023_cov_2.084257_1_3_1022,340,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1001,927,NODE_5150_length_1022_cov_8.460599_1_2_1021,340,20,0.94,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,1,1.0,100.0
1002,928,NODE_5175_length_1021_cov_12.876667_1_59_1021,320,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1003,929,NODE_5221_length_1019_cov_4.360802_1_2_1018,339,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1006,930,NODE_5257_length_1018_cov_1.799331_1_3_1016,338,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1007,931,NODE_5263_length_1017_cov_8.953125_1_97_1017,306,979,0.81,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1008,932,NODE_5264_length_1017_cov_7.965402_1_1_1017,339,317,0.99,NP_612691.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,777,230,large tegument protein,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus,1,1.0,100.0
1010,933,NODE_5304_length_1016_cov_3.396648_1_3_1013,336,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1011,934,NODE_5323_length_1016_cov_1.308380_1_1_1014,338,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1013,935,NODE_5334_length_1015_cov_3.899329_1_2_967,321,237,1.0,BBG62182.2,Polyomaviridae,Polyomaviridae,Polyomaviridae,5124,358,large T antigen,Replication-Transcription,Homo sapiens,dsDNA,Betapolyomavirus,1,1.0,100.0
1014,936,NODE_5335_length_1015_cov_3.665548_1_2_1015,338,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1015,937,NODE_5361_length_1014_cov_4.527436_1_1_1014,338,978,0.8,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
1016,938,NODE_5390_length_1013_cov_4.567265_1_3_1013,337,226,0.84,QMP82847.1,Parvoviridae,Parvoviridae,Parvoviridae,3952,381,NS1,Non-structural,Homo sapiens,ssDNA(+/-),Bocaparvovirus,1,1.0,100.0
1018,939,NODE_5396_length_1013_cov_2.738789_1_2_1012,337,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1021,940,NODE_5417_length_1012_cov_4.374860_1_2_967,322,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1022,941,NODE_5475_length_1010_cov_2.824522_1_1_1008,336,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1023,942,NODE_5495_length_1009_cov_4.505631_1_6_1007,333,669,0.98,AZI72604.1,Arenaviridae,Arenaviridae,Arenaviridae,7516,75,nucleoprotein,Structural-Envelope,Boa constrictor,ssRNA(+/-),Reptarenavirus,1,1.0,100.0
1024,943,NODE_5502_length_1009_cov_3.397523_1_36_1007,324,574,0.84,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus,1,1.0,100.0
1026,944,NODE_5532_length_1008_cov_2.049605_1_1_1008,336,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1027,945,NODE_5541_length_1008_cov_1.244645_1_2_1006,335,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1028,946,NODE_5546_length_1007_cov_14.250564_1_79_1005,308,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1029,947,NODE_5569_length_1006_cov_13.423729_1_3_998,331,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1030,948,NODE_5579_length_1006_cov_3.228249_1_11_1006,331,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1032,949,NODE_5594_length_1005_cov_9.570136_1_3_1004,334,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1033,950,NODE_5602_length_1005_cov_4.046380_1_96_1004,303,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1034,951,NODE_5607_length_1005_cov_2.548643_1_1_1005,335,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1035,952,NODE_5623_length_1004_cov_4.204983_1_3_947,315,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1036,953,NODE_5695_length_1001_cov_12.507955_1_2_1000,333,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1037,954,NODE_5703_length_1001_cov_3.380682_1_3_1001,333,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1038,955,NODE_5721_length_1000_cov_6.880546_1_3_998,332,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1039,956,NODE_5732_length_1000_cov_1.941980_1_2_1000,333,20,0.81,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,1,1.0,100.0
1040,957,NODE_5741_length_1000_cov_1.458476_1_3_998,332,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1041,958,NODE_5754_length_999_cov_7.419134_1_1_999,333,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1042,959,NODE_5756_length_999_cov_5.588838_1_3_998,332,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1043,960,NODE_5776_length_999_cov_1.473804_1_12_998,329,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1045,961,NODE_5856_length_996_cov_1.414857_1_3_995,331,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1046,962,NODE_5877_length_995_cov_1.814645_1_1_993,331,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
