Num_seq,acc_seq,lenght_aa,Certainty,Class_predict,Rep_of_class_predict,family_2021,fams_div,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,genre
737,NODE_2485_length_1208_cov_3.648574_1_3_1208,402,0.92,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
738,NODE_2489_length_1208_cov_2.133395_1_3_941,312,1.0,20,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus
739,NODE_2522_length_1204_cov_12.646353_1_228_1160,310,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
740,NODE_2531_length_1203_cov_2.621996_1_9_1202,397,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
740,NODE_2531_length_1203_cov_2.621996_1_9_1202,397,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
740,NODE_2531_length_1203_cov_2.621996_1_9_1202,397,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
742,NODE_2542_length_1201_cov_7.812037_1_1_1107,369,0.99,809,YP_009330159.1,Baculoviridae,Baculoviridae,Baculoviridae,6548,49,efp-envelope fusion protein,Structural-Envelope,Plutella xylostella,dsDNA,Betabaculovirus
742,NODE_2542_length_1201_cov_7.812037_1_1_1107,369,0.79,215,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus
743,NODE_2545_length_1201_cov_4.023148_1_2_913,303,1.0,44,AVM87430.1,Togaviridae,Togaviridae-Flaviviridae,Togaviridae,1946,3099,structural polyprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Alphavirus
744,NODE_2553_length_1200_cov_11.101946_1_84_1199,372,0.88,126,QIM73742.1,Arenaviridae,Arenaviridae,Arenaviridae,758,817,polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Mammarenavirus
744,NODE_2553_length_1200_cov_11.101946_1_84_1199,372,0.86,126,QIM73742.1,Arenaviridae,Arenaviridae,Arenaviridae,758,817,polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Mammarenavirus
745,NODE_2554_length_1200_cov_3.391103_1_3_923,306,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
746,NODE_2555_length_1200_cov_3.370714_1_2_1198,399,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
746,NODE_2555_length_1200_cov_3.370714_1_2_1198,399,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
746,NODE_2555_length_1200_cov_3.370714_1_2_1198,399,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
747,NODE_2562_length_1199_cov_11.408163_1_226_1197,323,0.89,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
748,NODE_2577_length_1197_cov_2.216543_1_1_1071,357,0.63,630,NP_733869.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4572,86,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
748,NODE_2577_length_1197_cov_2.216543_1_1_1071,357,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
749,NODE_2580_length_1196_cov_7.763721_1_1_1149,383,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
749,NODE_2580_length_1196_cov_7.763721_1_1_1149,383,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
749,NODE_2580_length_1196_cov_7.763721_1_1_1149,383,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
750,NODE_2586_length_1196_cov_2.724651_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
750,NODE_2586_length_1196_cov_2.724651_1_1_1194,398,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
750,NODE_2586_length_1196_cov_2.724651_1_1_1194,398,0.56,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
751,NODE_2589_length_1196_cov_1.278140_1_1_1194,398,0.95,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
751,NODE_2589_length_1196_cov_1.278140_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
751,NODE_2589_length_1196_cov_1.278140_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
752,NODE_2593_length_1195_cov_6.622905_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
752,NODE_2593_length_1195_cov_6.622905_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
752,NODE_2593_length_1195_cov_6.622905_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
753,NODE_2600_length_1194_cov_3.040075_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
753,NODE_2600_length_1194_cov_3.040075_1_1_1194,398,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
753,NODE_2600_length_1194_cov_3.040075_1_1_1194,398,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
754,NODE_2607_length_1193_cov_11.965485_1_3_971,322,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
755,NODE_2613_length_1193_cov_1.201493_1_151_1191,346,0.89,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
755,NODE_2613_length_1193_cov_1.201493_1_151_1191,346,0.9,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
756,NODE_2625_length_1191_cov_2.815888_1_82_1191,370,0.84,58,AXU24940.1,Potyviridae,Potyviridae-Bromoviridae,Potyviridae,215,2319,polyprotein,Polyprotein,Glycine max,ssRNA(+),Potyvirus
756,NODE_2625_length_1191_cov_2.815888_1_82_1191,370,0.96,58,AXU24940.1,Potyviridae,Potyviridae-Bromoviridae,Potyviridae,215,2319,polyprotein,Polyprotein,Glycine max,ssRNA(+),Potyvirus
757,NODE_2630_length_1190_cov_14.347053_1_253_1188,312,0.95,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
758,NODE_2632_length_1190_cov_7.199252_1_132_1190,352,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
758,NODE_2632_length_1190_cov_7.199252_1_132_1190,352,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
759,NODE_2633_length_1190_cov_5.008419_1_50_1189,379,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
759,NODE_2633_length_1190_cov_5.008419_1_50_1189,379,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
760,NODE_2637_length_1190_cov_3.181478_1_1_1188,396,0.97,259,ATZ69454.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1232,575,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT,Badnavirus
760,NODE_2637_length_1190_cov_3.181478_1_1_1188,396,0.76,259,ATZ69454.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1232,575,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT,Badnavirus
760,NODE_2637_length_1190_cov_3.181478_1_1_1188,396,1.0,259,ATZ69454.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1232,575,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT,Badnavirus
761,NODE_2638_length_1190_cov_2.579046_1_1_1188,396,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
761,NODE_2638_length_1190_cov_2.579046_1_1_1188,396,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
761,NODE_2638_length_1190_cov_2.579046_1_1_1188,396,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
762,NODE_2648_length_1189_cov_3.565543_1_1_1188,396,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
762,NODE_2648_length_1189_cov_3.565543_1_1_1188,396,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
762,NODE_2648_length_1189_cov_3.565543_1_1_1188,396,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
763,NODE_2653_length_1189_cov_1.567416_1_2_1189,396,0.38,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
763,NODE_2653_length_1189_cov_1.567416_1_2_1189,396,0.55,296,YP_009352936.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3963,252,DNA packaging terminase subunit 2,Replication-Transcription,Homo sapiens,dsDNA,Simplexvirus
763,NODE_2653_length_1189_cov_1.567416_1_2_1189,396,0.58,841,ARB16032.1,Nairoviridae,Nairoviridae-Peribunyaviridae-Coronaviridae,Nairoviridae,105,45,RNA-dependent RNA polymerase,Replication-Transcription,Ixodes ricinus,ssRNA(-),Orthonairovirus
764,NODE_2655_length_1189_cov_1.317416_1_176_1189,337,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
765,NODE_2657_length_1188_cov_8.178069_1_182_1186,334,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
766,NODE_2667_length_1187_cov_10.143527_1_15_1187,391,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
766,NODE_2667_length_1187_cov_10.143527_1_15_1187,391,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
766,NODE_2667_length_1187_cov_10.143527_1_15_1187,391,0.59,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
767,NODE_2672_length_1187_cov_4.762664_1_202_1185,327,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
768,NODE_2676_length_1187_cov_2.106942_1_2_1186,395,0.81,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
768,NODE_2676_length_1187_cov_2.106942_1_2_1186,395,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
768,NODE_2676_length_1187_cov_2.106942_1_2_1186,395,1.0,950,P43139.1,Asfarviridae,Asfarviridae,Asfarviridae,2241,34,G1211R,Replication-Transcription,Sus scrofa,dsDNA,Asfivirus
769,NODE_2678_length_1187_cov_1.441839_1_3_1187,395,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
769,NODE_2678_length_1187_cov_1.441839_1_3_1187,395,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
769,NODE_2678_length_1187_cov_1.441839_1_3_1187,395,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
770,NODE_2681_length_1186_cov_5.401878_1_201_1184,327,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
771,NODE_2691_length_1185_cov_11.853383_1_2_1126,374,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
771,NODE_2691_length_1185_cov_11.853383_1_2_1126,374,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
772,NODE_2692_length_1185_cov_7.411654_1_2_970,322,0.6,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus
773,NODE_2693_length_1185_cov_6.261278_1_239_1183,315,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
774,NODE_2694_length_1185_cov_4.677632_1_3_1184,394,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
774,NODE_2694_length_1185_cov_4.677632_1_3_1184,394,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
774,NODE_2694_length_1185_cov_4.677632_1_3_1184,394,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
775,NODE_2696_length_1185_cov_3.102444_1_3_1184,394,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
775,NODE_2696_length_1185_cov_3.102444_1_3_1184,394,0.74,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
775,NODE_2696_length_1185_cov_3.102444_1_3_1184,394,0.9,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
776,NODE_2708_length_1184_cov_2.322672_1_255_1184,310,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
777,NODE_2712_length_1183_cov_3.871940_1_3_1181,393,1.0,355,YP_001129436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10115,194,LMP-2B-latent membrane protein 2A,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
777,NODE_2712_length_1183_cov_3.871940_1_3_1181,393,1.0,355,YP_001129436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10115,194,LMP-2B-latent membrane protein 2A,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
777,NODE_2712_length_1183_cov_3.871940_1_3_1181,393,0.86,355,YP_001129436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10115,194,LMP-2B-latent membrane protein 2A,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
778,NODE_2714_length_1183_cov_3.201507_1_219_1181,321,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
779,NODE_2717_length_1183_cov_2.266478_1_3_1181,393,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
779,NODE_2717_length_1183_cov_2.266478_1_3_1181,393,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
779,NODE_2717_length_1183_cov_2.266478_1_3_1181,393,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
780,NODE_2723_length_1182_cov_6.106503_1_3_1181,393,0.79,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
780,NODE_2723_length_1182_cov_6.106503_1_3_1181,393,0.97,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
780,NODE_2723_length_1182_cov_6.106503_1_3_1181,393,0.98,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
781,NODE_2724_length_1182_cov_5.889727_1_36_1181,382,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
781,NODE_2724_length_1182_cov_5.889727_1_36_1181,382,0.74,187,AJT39532.1,Parvoviridae,Parvoviridae,Parvoviridae,2960,506,structural protein,Structural-Envelope,Sus scrofa,ssDNA(+/-),Tetraparvovirus
781,NODE_2724_length_1182_cov_5.889727_1_36_1181,382,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
782,NODE_2727_length_1182_cov_4.159284_1_2_1180,393,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
782,NODE_2727_length_1182_cov_4.159284_1_2_1180,393,0.76,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
782,NODE_2727_length_1182_cov_4.159284_1_2_1180,393,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
783,NODE_2738_length_1181_cov_3.573585_1_218_1180,320,0.97,532,AWV66923.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,37,119,polyprotein 1a,Polyprotein,Sus scrofa,ssRNA(+),Torovirus
784,NODE_2739_length_1181_cov_2.164151_1_3_914,304,1.0,830,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus
785,NODE_2745_length_1181_cov_1.016038_1_40_1074,344,0.75,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
785,NODE_2745_length_1181_cov_1.016038_1_40_1074,344,0.97,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
786,NODE_2750_length_1180_cov_3.683664_1_2_1180,393,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
786,NODE_2750_length_1180_cov_3.683664_1_2_1180,393,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
786,NODE_2750_length_1180_cov_3.683664_1_2_1180,393,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
787,NODE_2757_length_1179_cov_5.044423_1_2_1177,392,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
787,NODE_2757_length_1179_cov_5.044423_1_2_1177,392,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
787,NODE_2757_length_1179_cov_5.044423_1_2_1177,392,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
788,NODE_2779_length_1177_cov_20.417614_1_3_1175,391,1.0,20,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus
788,NODE_2779_length_1177_cov_20.417614_1_3_1175,391,0.95,20,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus
788,NODE_2779_length_1177_cov_20.417614_1_3_1175,391,0.58,20,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus
789,NODE_2781_length_1177_cov_4.465909_1_2_1177,392,0.98,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
789,NODE_2781_length_1177_cov_4.465909_1_2_1177,392,0.86,598,YP_010087001.1,Potyviridae,Potyviridae,Potyviridae,393,94,polyprotein,Polyprotein,Elettaria cardamomum,ssRNA(+),Macluravirus
789,NODE_2781_length_1177_cov_4.465909_1_2_1177,392,0.97,811,AYC63251.1,Potyviridae,Potyviridae,Potyviridae,247,48,NIa-Pro,Polyprotein,Punica granatum,ssRNA(+),Roymovirus
790,NODE_2788_length_1176_cov_4.782938_1_3_1037,344,0.5,764,YP_009506367.1,Flaviviridae,Flaviviridae,Flaviviridae,374,55,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Pegivirus
790,NODE_2788_length_1176_cov_4.782938_1_3_1037,344,0.55,39,AGW31675.1,Arteriviridae,Arteriviridae,Arteriviridae,155,3424,nonstructural protein 2,Non-structural,Sus scrofa,ssRNA(+),Betaarterivirus
791,NODE_2791_length_1176_cov_2.968720_1_2_1174,391,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
791,NODE_2791_length_1176_cov_2.968720_1_2_1174,391,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
791,NODE_2791_length_1176_cov_2.968720_1_2_1174,391,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
792,NODE_2795_length_1175_cov_5.761860_1_3_1175,391,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
792,NODE_2795_length_1175_cov_5.761860_1_3_1175,391,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
792,NODE_2795_length_1175_cov_5.761860_1_3_1175,391,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
793,NODE_2801_length_1174_cov_10.378917_1_2_1012,337,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
794,NODE_2811_length_1173_cov_4.269962_1_8_1171,387,0.93,224,YP_009666113.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,152,384,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthonairovirus
794,NODE_2811_length_1173_cov_4.269962_1_8_1171,387,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
794,NODE_2811_length_1173_cov_4.269962_1_8_1171,387,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
795,NODE_2824_length_1172_cov_4.194101_1_2_1003,333,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
796,NODE_2839_length_1171_cov_2.781905_1_1_1170,390,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
